Search_method Problem Max_evals Run Score
half_random_half_hill_climber knapPI_16_20_1000_4 300000 1 2886
half_random_half_hill_climber knapPI_16_20_1000_4 300000 2 2651
half_random_half_hill_climber knapPI_16_20_1000_4 300000 3 2886
half_random_half_hill_climber knapPI_16_20_1000_4 300000 4 2893
half_random_half_hill_climber knapPI_16_20_1000_4 300000 5 2893
half_random_half_hill_climber knapPI_16_20_1000_4 300000 6 2664
half_random_half_hill_climber knapPI_16_20_1000_4 300000 7 2893
half_random_half_hill_climber knapPI_16_20_1000_4 300000 8 2886
half_random_half_hill_climber knapPI_16_20_1000_4 300000 9 2626
half_random_half_hill_climber knapPI_16_20_1000_4 300000 10 2671
half_random_half_hill_climber knapPI_16_20_1000_4 300000 11 2864
half_random_half_hill_climber knapPI_16_20_1000_4 300000 12 2893
half_random_half_hill_climber knapPI_16_20_1000_4 300000 13 2864
half_random_half_hill_climber knapPI_16_20_1000_4 300000 14 2593
half_random_half_hill_climber knapPI_16_20_1000_4 300000 15 2886
half_random_half_hill_climber knapPI_16_20_1000_4 300000 16 2893
half_random_half_hill_climber knapPI_16_20_1000_4 300000 17 2893
half_random_half_hill_climber knapPI_16_20_1000_4 300000 18 2664
half_random_half_hill_climber knapPI_16_20_1000_4 300000 19 2664
half_random_half_hill_climber knapPI_16_20_1000_4 300000 20 2893
half_random_half_hill_climber knapPI_16_20_1000_4 300000 21 2893
half_random_half_hill_climber knapPI_16_20_1000_4 300000 22 2682
half_random_half_hill_climber knapPI_16_20_1000_4 300000 23 2626
half_random_half_hill_climber knapPI_16_20_1000_4 300000 24 2671
half_random_half_hill_climber knapPI_16_20_1000_4 300000 25 2893
half_random_half_hill_climber knapPI_16_20_1000_4 300000 26 2675
half_random_half_hill_climber knapPI_16_20_1000_4 300000 27 2864
half_random_half_hill_climber knapPI_16_20_1000_4 300000 28 2893
half_random_half_hill_climber knapPI_16_20_1000_4 300000 29 2575
half_random_half_hill_climber knapPI_11_200_1000_4 300000 0 0
half_random_half_hill_climber knapPI_11_200_1000_4 300000 1 0
half_random_half_hill_climber knapPI_11_200_1000_4 300000 2 0
half_random_half_hill_climber knapPI_11_200_1000_4 300000 3 0
half_random_half_hill_climber knapPI_11_200_1000_4 300000 4 0
half_random_half_hill_climber knapPI_11_200_1000_4 300000 5 0
half_random_half_hill_climber knapPI_11_200_1000_4 300000 6 0
half_random_half_hill_climber knapPI_11_200_1000_4 300000 7 0
half_random_half_hill_climber knapPI_11_200_1000_4 300000 8 0
half_random_half_hill_climber knapPI_11_200_1000_4 300000 9 0
half_random_half_hill_climber knapPI_11_200_1000_4 300000 10 0
half_random_half_hill_climber knapPI_11_200_1000_4 300000 11 0
half_random_half_hill_climber knapPI_11_200_1000_4 300000 12 0
half_random_half_hill_climber knapPI_11_200_1000_4 300000 13 0
half_random_half_hill_climber knapPI_11_200_1000_4 300000 14 0
half_random_half_hill_climber knapPI_11_200_1000_4 300000 15 0
half_random_half_hill_climber knapPI_11_200_1000_4 300000 16 0
half_random_half_hill_climber knapPI_11_200_1000_4 300000 17 0
half_random_half_hill_climber knapPI_11_200_1000_4 300000 18 0
half_random_half_hill_climber knapPI_11_200_1000_4 300000 19 0
half_random_half_hill_climber knapPI_11_200_1000_4 300000 20 0
half_random_half_hill_climber knapPI_11_200_1000_4 300000 21 0
half_random_half_hill_climber knapPI_11_200_1000_4 300000 22 0
half_random_half_hill_climber knapPI_11_200_1000_4 300000 23 0
half_random_half_hill_climber knapPI_11_200_1000_4 300000 24 0
half_random_half_hill_climber knapPI_11_200_1000_4 300000 25 0
half_random_half_hill_climber knapPI_11_200_1000_4 300000 26 0
half_random_half_hill_climber knapPI_11_200_1000_4 300000 27 0
half_random_half_hill_climber knapPI_11_200_1000_4 300000 28 0
half_random_half_hill_climber knapPI_11_200_1000_4 300000 29 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 0 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 1 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 2 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 3 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 4 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 5 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 6 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 7 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 8 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 9 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 10 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 11 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 12 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 13 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 14 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 15 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 16 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 17 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 18 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 19 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 20 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 21 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 22 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 23 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 24 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 25 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 26 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 27 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 28 0
half_random_half_hill_climber knapPI_13_200_1000_4 300000 29 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 0 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 1 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 2 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 3 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 4 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 5 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 6 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 7 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 8 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 9 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 10 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 11 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 12 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 13 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 14 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 15 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 16 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 17 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 18 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 19 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 20 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 21 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 22 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 23 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 24 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 25 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 26 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 27 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 28 0
half_random_half_hill_climber knapPI_16_200_1000_4 300000 29 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 0 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 1 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 2 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 3 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 4 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 5 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 6 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 7 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 8 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 9 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 10 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 11 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 12 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 13 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 14 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 15 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 16 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 17 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 18 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 19 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 20 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 21 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 22 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 23 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 24 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 25 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 26 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 27 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 28 0
half_random_half_hill_climber knapPI_16_1000_1000_3 300000 29 0
random_search knapPI_11_20_1000_4 300000 0 1440
random_search knapPI_11_20_1000_4 300000 1 1440
random_search knapPI_11_20_1000_4 300000 2 1440
random_search knapPI_11_20_1000_4 300000 3 1440
random_search knapPI_11_20_1000_4 300000 4 1440
random_search knapPI_11_20_1000_4 300000 5 1440
random_search knapPI_11_20_1000_4 300000 6 1440
random_search knapPI_11_20_1000_4 300000 7 1440
random_search knapPI_11_20_1000_4 300000 8 1440
random_search knapPI_11_20_1000_4 300000 9 1440
random_search knapPI_11_20_1000_4 300000 10 1440
random_search knapPI_11_20_1000_4 300000 11 1400
random_search knapPI_11_20_1000_4 300000 12 1440
random_search knapPI_11_20_1000_4 300000 13 1440
random_search knapPI_11_20_1000_4 300000 14 1400
random_search knapPI_11_20_1000_4 300000 15 1400
random_search knapPI_11_20_1000_4 300000 16 1440
random_search knapPI_11_20_1000_4 300000 17 1440
random_search knapPI_11_20_1000_4 300000 18 1440
random_search knapPI_11_20_1000_4 300000 19 1440
random_search knapPI_11_20_1000_4 300000 20 1440
random_search knapPI_11_20_1000_4 300000 21 1440
random_search knapPI_11_20_1000_4 300000 22 1400
random_search knapPI_11_20_1000_4 300000 23 1440
random_search knapPI_11_20_1000_4 300000 24 1440
random_search knapPI_11_20_1000_4 300000 25 1440
random_search knapPI_11_20_1000_4 300000 26 1440
random_search knapPI_11_20_1000_4 300000 27 1400
